"activity_level","activity_year","activity_month","geo_lvl","geo_val","prim_lvl","activity_count"
"Monthly activity","2020","1","Cancer Alliance","South Yorkshire And Bassetlaw","Total",8113
"Monthly activity","2020","1","Cancer Alliance","Surrey And Sussex","Total",14145
"Monthly activity","2020","1","Cancer Alliance","Thames Valley","Total",9527
"Monthly activity","2020","1","Cancer Alliance","Wessex","Total",10408
"Monthly activity","2020","1","Cancer Alliance","West Midlands","Total",22686
"Monthly activity","2020","1","Cancer Alliance","West Yorkshire and Harrogate","Total",10704
"Monthly activity","2020","2","Cancer Alliance","Cheshire And Merseyside","Total",8942
"Monthly activity","2020","2","Cancer Alliance","East Midlands","Total",16883
"Monthly activity","2020","2","Cancer Alliance","East Of England North","Total",12223
"Monthly activity","2020","2","Cancer Alliance","East Of England South","Total",10253
"Monthly activity","2020","2","Cancer Alliance","Greater Manchester","Total",12026
"Monthly activity","2020","2","Cancer Alliance","Humber Coast And Vale","Total",5364
"Monthly activity","2020","2","Cancer Alliance","Kent And Medway","Total",6204
"Monthly activity","2020","2","Cancer Alliance","Lancashire And South Cumbria","Total",5953
"Monthly activity","2020","2","Cancer Alliance","North Central London","Total",3741
"Monthly activity","2020","2","Cancer Alliance","North East London","Total",5830
"Monthly activity","2020","2","Cancer Alliance","Northern ","Total",12514
"Monthly activity","2020","2","Cancer Alliance","Peninsula","Total",7318
"Monthly activity","2020","2","Cancer Alliance","RM Partners West London","Total",12986
"Monthly activity","2020","2","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",12300
"Monthly activity","2020","2","Cancer Alliance","South East London","Total",7026
"Monthly activity","2020","2","Cancer Alliance","South Yorkshire And Bassetlaw","Total",7352
"Monthly activity","2020","2","Cancer Alliance","Surrey And Sussex","Total",10788
"Monthly activity","2020","2","Cancer Alliance","Thames Valley","Total",8294
"Monthly activity","2020","2","Cancer Alliance","Wessex","Total",9133
"Monthly activity","2020","2","Cancer Alliance","West Midlands","Total",20553
"Monthly activity","2020","2","Cancer Alliance","West Yorkshire and Harrogate","Total",9276
"Monthly activity","2020","3","Cancer Alliance","Cheshire And Merseyside","Total",8477
"Monthly activity","2020","3","Cancer Alliance","East Midlands","Total",17690
"Monthly activity","2020","3","Cancer Alliance","East Of England North","Total",12859
"Monthly activity","2020","3","Cancer Alliance","East Of England South","Total",10724
"Monthly activity","2020","3","Cancer Alliance","Greater Manchester","Total",12461
"Monthly activity","2020","3","Cancer Alliance","Humber Coast And Vale","Total",5661
"Monthly activity","2020","3","Cancer Alliance","Kent And Medway","Total",6438
"Monthly activity","2020","3","Cancer Alliance","Lancashire And South Cumbria","Total",5889
"Monthly activity","2020","3","Cancer Alliance","North Central London","Total",4101
"Monthly activity","2020","3","Cancer Alliance","North East London","Total",5609
"Monthly activity","2020","3","Cancer Alliance","Northern ","Total",12679
"Monthly activity","2020","3","Cancer Alliance","Peninsula","Total",7423
"Monthly activity","2020","3","Cancer Alliance","RM Partners West London","Total",13022
"Monthly activity","2020","3","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",12193
"Monthly activity","2020","3","Cancer Alliance","South East London","Total",7069
"Monthly activity","2020","3","Cancer Alliance","South Yorkshire And Bassetlaw","Total",7633
"Monthly activity","2020","3","Cancer Alliance","Surrey And Sussex","Total",10911
"Monthly activity","2020","3","Cancer Alliance","Thames Valley","Total",8499
"Monthly activity","2020","3","Cancer Alliance","Wessex","Total",9461
"Monthly activity","2020","3","Cancer Alliance","West Midlands","Total",21241
"Monthly activity","2020","3","Cancer Alliance","West Yorkshire and Harrogate","Total",9485
"Monthly activity","2020","4","Cancer Alliance","Cheshire And Merseyside","Total",8484
"Monthly activity","2020","4","Cancer Alliance","East Midlands","Total",13969
"Monthly activity","2020","4","Cancer Alliance","East Of England North","Total",9959
"Monthly activity","2020","4","Cancer Alliance","East Of England South","Total",8593
"Monthly activity","2020","4","Cancer Alliance","Greater Manchester","Total",9572
"Monthly activity","2020","4","Cancer Alliance","Humber Coast And Vale","Total",5042
"Monthly activity","2020","4","Cancer Alliance","Kent And Medway","Total",5107
"Monthly activity","2020","4","Cancer Alliance","Lancashire And South Cumbria","Total",4497
"Monthly activity","2020","4","Cancer Alliance","North Central London","Total",5357
"Monthly activity","2020","4","Cancer Alliance","North East London","Total",4414
"Monthly activity","2020","4","Cancer Alliance","Northern ","Total",9887
"Monthly activity","2020","4","Cancer Alliance","Peninsula","Total",5724
"Monthly activity","2020","4","Cancer Alliance","RM Partners West London","Total",10197
"Monthly activity","2020","4","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",9685
"Monthly activity","2020","4","Cancer Alliance","South East London","Total",6076
"Monthly activity","2020","4","Cancer Alliance","South Yorkshire And Bassetlaw","Total",5997
"Monthly activity","2020","4","Cancer Alliance","Surrey And Sussex","Total",9231
"Monthly activity","2020","4","Cancer Alliance","Thames Valley","Total",7225
"Monthly activity","2020","4","Cancer Alliance","Wessex","Total",6207
"Monthly activity","2020","4","Cancer Alliance","West Midlands","Total",17836
"Monthly activity","2020","4","Cancer Alliance","West Yorkshire and Harrogate","Total",7810
"Monthly activity","2020","5","Cancer Alliance","Cheshire And Merseyside","Total",7056
"Monthly activity","2020","5","Cancer Alliance","East Midlands","Total",14421
"Monthly activity","2020","5","Cancer Alliance","East Of England North","Total",10007
"Monthly activity","2020","5","Cancer Alliance","East Of England South","Total",8237
"Monthly activity","2020","5","Cancer Alliance","Greater Manchester","Total",9295
"Monthly activity","2020","5","Cancer Alliance","Humber Coast And Vale","Total",4723
"Monthly activity","2020","5","Cancer Alliance","Kent And Medway","Total",5072
"Monthly activity","2020","5","Cancer Alliance","Lancashire And South Cumbria","Total",4462
"Monthly activity","2020","5","Cancer Alliance","North Central London","Total",5255
"Monthly activity","2020","5","Cancer Alliance","North East London","Total",3388
"Monthly activity","2020","5","Cancer Alliance","Northern ","Total",9896
"Monthly activity","2020","5","Cancer Alliance","Peninsula","Total",5873
"Monthly activity","2020","5","Cancer Alliance","RM Partners West London","Total",10463
"Monthly activity","2020","5","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",9084
"Monthly activity","2020","5","Cancer Alliance","South East London","Total",6068
"Monthly activity","2020","5","Cancer Alliance","South Yorkshire And Bassetlaw","Total",5790
"Monthly activity","2020","5","Cancer Alliance","Surrey And Sussex","Total",9109
"Monthly activity","2020","5","Cancer Alliance","Thames Valley","Total",6310
"Monthly activity","2020","5","Cancer Alliance","Wessex","Total",5909
"Monthly activity","2020","5","Cancer Alliance","West Midlands","Total",16065
"Monthly activity","2020","5","Cancer Alliance","West Yorkshire and Harrogate","Total",7495
"Monthly activity","2020","6","Cancer Alliance","Cheshire And Merseyside","Total",8823
"Monthly activity","2020","6","Cancer Alliance","East Midlands","Total",15097
"Monthly activity","2020","6","Cancer Alliance","East Of England North","Total",11214
"Monthly activity","2020","6","Cancer Alliance","East Of England South","Total",9456
"Monthly activity","2020","6","Cancer Alliance","Greater Manchester","Total",10620
"Monthly activity","2020","6","Cancer Alliance","Humber Coast And Vale","Total",5072
"Monthly activity","2020","6","Cancer Alliance","Kent And Medway","Total",5391
"Monthly activity","2020","6","Cancer Alliance","Lancashire And South Cumbria","Total",5073
"Monthly activity","2020","6","Cancer Alliance","North Central London","Total",6387
"Monthly activity","2020","6","Cancer Alliance","North East London","Total",4733
"Monthly activity","2020","6","Cancer Alliance","Northern ","Total",11102
"Monthly activity","2020","6","Cancer Alliance","Peninsula","Total",6433
"Monthly activity","2020","6","Cancer Alliance","RM Partners West London","Total",11636
"Monthly activity","2020","6","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",9875
"Monthly activity","2020","6","Cancer Alliance","South East London","Total",6660
"Monthly activity","2020","6","Cancer Alliance","South Yorkshire And Bassetlaw","Total",6592
"Monthly activity","2020","6","Cancer Alliance","Surrey And Sussex","Total",9721
"Monthly activity","2020","6","Cancer Alliance","Thames Valley","Total",7278
"Monthly activity","2020","6","Cancer Alliance","Wessex","Total",8599
"Monthly activity","2020","6","Cancer Alliance","West Midlands","Total",16789
"Monthly activity","2020","6","Cancer Alliance","West Yorkshire and Harrogate","Total",10771
"Monthly activity","2020","7","Cancer Alliance","Cheshire And Merseyside","Total",9764
"Monthly activity","2020","7","Cancer Alliance","East Midlands","Total",15782
"Monthly activity","2020","7","Cancer Alliance","East Of England North","Total",12353
"Monthly activity","2020","7","Cancer Alliance","East Of England South","Total",10406
"Monthly activity","2020","7","Cancer Alliance","Greater Manchester","Total",11579
"Monthly activity","2020","7","Cancer Alliance","Humber Coast And Vale","Total",5354
"Monthly activity","2020","7","Cancer Alliance","Kent And Medway","Total",6069
"Monthly activity","2020","7","Cancer Alliance","Lancashire And South Cumbria","Total",5686
"Monthly activity","2020","7","Cancer Alliance","North Central London","Total",7488
"Monthly activity","2020","7","Cancer Alliance","North East London","Total",5563
"Monthly activity","2020","7","Cancer Alliance","Northern ","Total",11562
"Monthly activity","2020","7","Cancer Alliance","Peninsula","Total",7653
"Monthly activity","2020","7","Cancer Alliance","RM Partners West London","Total",12743
"Monthly activity","2020","7","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",10471
"Monthly activity","2020","7","Cancer Alliance","South East London","Total",6272
"Monthly activity","2020","7","Cancer Alliance","South Yorkshire And Bassetlaw","Total",7258
"Monthly activity","2020","7","Cancer Alliance","Surrey And Sussex","Total",10665
"Monthly activity","2020","7","Cancer Alliance","Thames Valley","Total",8304
